id,name,brand,price,display,ram,rom,battery,rating,reviews,express
XI996MP27SOH8NAFAMZ,xiaomi redmi 12,XIAOMI,24999,6.7,8,256,5000,0.0,0,False
SA948MP2H3YU5NAFAMZ,samsung galaxy f13,Samsung,23990,6.6,4,128,6000,5.0,11,False
SA948MP3430WKNAFAMZ,samsung galaxy a14,Samsung,20899,6.6,4,64,5000,5.0,2,False
MA541MP2BKU8JNAFAMZ,maxfone note 20,Maxfone,7999,6.6,2,16,3800,2.5,2,False
XI996MP22EWU6NAFAMZ,xiaomi redmi 12c,XIAOMI,18999,6.71,6,128,5000,0.0,0,False
OP896MP26XKT6NAFAMZ,oppo a18,Oppo,19299,6.56,4,128,5000,0.0,0,False
TE685MP39OWCFNAFAMZ,"tecno spark 10c ..display 6.6"".128gb+8gb ram..16mp//dual sim 5000mah..",Tecno,17800,6.6,8,128,5000,0.0,0,False
XI996MP2CWXKUNAFAMZ,xiaomi redmi 12c,XIAOMI,18999,6.71,4,128,5000,0.0,0,False
XI996MP313YCZNAFAMZ,xiaomi redmi a2 plus,XIAOMI,12399,6.52,2,32,5000,4.0,1,False
TE685MP2ENODFNAFAMZ,"tecno pop 7 pro display  6.6""",Tecno,13475,6.6,3,64,5000,0.0,0,False
TE685MP1NJRA1NAFAMZ,tecno pop 7 pro,Tecno,13899,6.6,3,64,5000,0.0,0,False
IN213MP2XXF9ONAFAMZ,infinix hot 30i,Infinix,16995,6.56,4,128,5000,0.0,0,False
TE685MP2EVIM0NAFAMZ,tecno spark 10 pro,Tecno,24999,6.8,8,256,5000,4.4,7,False
SA948MP2FK7LBNAFAMZ,samsung galaxy a04,Samsung,17399,6.5,4,64,5000,4.8,8,False
XI996MP2CBHZ2NAFAMZ,xiaomi redmi 12c,XIAOMI,18699,6.71,4,128,5000,4.7,3,False
XI996MP22SKAMNAFAMZ,xiaomi redmi 12c,XIAOMI,18999,6.71,4,128,5000,3.8,4,False
TE685MP1YM873NAFAMZ,tecno spark 10 pro,Tecno,26799,6.8,16,256,5000,0.0,0,False
XI996MP281GCJNAFAMZ,xiaomi redmi note 12 pro+ 5g,XIAOMI,65699,6.67,8,256,5000,0.0,0,False
SA948MP2LL9MVNAFAMZ,samsung galaxy f23 5g,Samsung,31500,6.6,6,128,5000,0.0,0,False
TE685MP29A79ANAFAMZ,"tecno spark 10c //disp 6.6""// 128gb+8gb ram// 16mp// 5000mah//ksly+sw+bt+ts",Tecno,19299,6.6,8,128,5000,4.5,2,False
SA948MP1PJXKNNAFAMZ,samsung galaxy f23 5g,Samsung,30800,6.6,6,128,5000,4.5,14,False
VI088MP30YHXONAFAMZ,vivo y17s - 6.56'' display,Vivo,20599,6.56,6,128,5000,0.0,0,False
TE685MP2X6FMHNAFAMZ,"tecno pop 7  6.6"" display + 64gb storage + up to 4gb ram",Tecno,13295,6.6,4,64,5000,2.0,1,False
TE685MP37CA6PNAFAMZ,tecno spark 10c ,Tecno,17800,6.6,8,128,5000,0.0,0,False
XI996MP1NSM98NAFAMZ,xiaomi redmi 12,XIAOMI,21699,6.7,4,128,5000,0.0,0,False
IN213MP243YUSNAFAMZ,infinix zero 30 5g,Infinix,55999,6.78,12,256,5000,5.0,1,False
XI996MP2DG80UNAFAMZ,xiaomi redmi 12c,XIAOMI,17999,6.71,4,128,5000,3.0,1,False
OP896MP23HJ5ANAFAMZ,oppo a18,Oppo,20299,6.56,4,128,5000,0.0,0,False
KG383MP2A1SA0NAFAMZ,"kgtel yolo 2 32gb rom 2gb ram 6.3"" hd screen 5000mah dual sim 3g lte network 8mp ai camera fingerprint unlocks smart phones",Kgtel,8499,6.3,2,32,5000,5.0,1,False
IN213MP35OYDWNAFAMZ,infinix zero 30 5g,Infinix,56000,6.78,9,256,5000,1.0,1,False
SA948MP2M80R8NAFAMZ,samsung galaxy a14,Samsung,20899,6.6,4,64,5000,0.0,0,False
TE685MP2F1CQTNAFAMZ,tecno spark 10 pro,Tecno,25500,6.8,8,256,5000,5.0,1,False
XI996MP307VMHNAFAMZ,xiaomi xiaomi 10a,XIAOMI,16990,6.53,6,128,5000,0.0,0,False
XI996MP2KFYWINAFAMZ,xiaomi redmi 12,XIAOMI,24599,6.79,8,256,5000,0.0,0,False
XI996MP382APSNAFAMZ,xiaomi redmi 12,XIAOMI,24490,6.79,8,256,5000,5.0,1,False
MA541MP2V421PNAFAMZ,"maxfone max 5x - 6.1"" - 8gb + 1gb ram (dual sim) - 3200mah - emerald green",Maxfone,6399,6.1,1,8,3200,0.0,0,False
IN213MP1WGATYNAFAMZ,infinix smart 7 plus,Infinix,13295,6.6,3,64,6000,0.0,0,False
IN213MP31UHIKNAFAMZ,infinix hot 30 play,Infinix,18150,6.82,8,128,6000,4.0,4,False
VI088MP1RZ7C4NAFAMZ,vivo  y17s - 6.56'' display,Vivo,20899,6.56,6,128,5000,0.0,0,False
OP896MP2E5OBANAFAMZ,oppo a18,Oppo,19990,6.56,4,128,5000,0.0,0,False
RE851MP1XV6OCNAFAMZ,realme c30s,Realme,13999,6.5,3,64,5000,4.0,3,False
TE685MP20TUVLNAFAMZ,tecno camon 20,Tecno,29699,6.67,8,256,5000,0.0,0,False
TE685MP3473SCNAFAMZ,tecno spark 10c,Tecno,18999,6.6,8,128,5000,0.0,0,False
SA948MP2UBF2WNAFAMZ,samsung galaxy a54 5g,Samsung,62999,6.4,8,256,5000,5.0,2,False
IN213MP0BSS3TNAFAMZ,infinix hot 20i,Infinix,16399,6.6,2,64,5000,1.0,2,False
VI724MP316SK8NAFAMZ,"villaon  v20 6.3"" 2gb ram+32gb storage 8mp camera-3000mah dual sim-smartphones shadow black",VILLAON,6499,6.3,2,32,3000,5.0,1,False
IT910MP2EPOPPNAFAMZ,"itel s23 6.6""",Itel,14299,6.6,8,128,5000,0.0,0,False
TE685MP2VMGOCNAFAMZ,tecno spark 10c ,Tecno,17500,6.6,4,128,5000,0.0,0,False
SA948MP2RM7HWNAFAMZ,samsung galaxy a14,Samsung,19999,6.6,4,64,5000,4.5,8,False
OP896MP2DXFWQNAFAMZ,oppo a38,Oppo,23299,6.56,4,128,5000,5.0,1,False
SA948MP1TIIW4NAFAMZ,samsung galaxy a14,Samsung,21490,6.6,4,64,5000,5.0,1,False
SA948MP2VP5NGNAFAMZ,samsung galaxy f13,Samsung,23299,6.6,4,128,6000,4.5,4,False
TE685MP1TW1D7NAFAMZ,tecno spark 10,Tecno,18798,6.6,8,128,5000,3.7,3,False
IN213MP20COPQNAFAMZ,infinix note 30,Infinix,27798,6.66,8,256,5000,5.0,1,False
TE685MP2711Y5NAFAMZ,tecno pop 7 pro,Tecno,13900,6.56,4,64,5000,0.0,0,False
IN213MP1YZHZANAFAMZ,infinix hot 30i,Infinix,17650,6.6,4,128,5000,5.0,1,False
IN213MP09PQS7NAFAMZ,infinix hot 11 play,Infinix,15299,6.82,4,64,6000,4.9,7,False
IN213MP1VEL85NAFAMZ,"infinix smart 7 hd 6.6"" hd+",Infinix,12999,7.0,2,64,5000,4.4,20,False
OP896MP2ED6CENAFAMZ,oppo a98 5g,Oppo,44899,6.72,8,256,5000,0.0,0,False
OP896MP3ARPS8NAFAMZ,oppo  a17k,Oppo,15700,6.56,3,64,5000,4.0,2,False
XI996MP1T8B2RNAFAMZ,xiaomi redmi a2+ (plus),XIAOMI,12499,6.52,2,32,5000,4.8,4,False
IN213MP1TIFVINAFAMZ,"infinix smart 7 plus 6.6""",Infinix,13450,6.6,3,64,6000,0.0,0,False
TE685MP2LICBUNAFAMZ,tecno camon 20,Tecno,27999,6.67,8,256,5000,0.0,0,False
XI996MP29SMHYNAFAMZ,xiaomi redmi 12c,XIAOMI,16499,6.71,3,64,5000,5.0,1,False
IN213MP2MZEDRNAFAMZ,"infinix smart 7 plus 6.6"" hd+",Infinix,14199,6.6,3,64,6000,1.0,2,False
TE685MP2JVPTQNAFAMZ,"tecno spark 10 6.6"" hd+ 128gb rom + 8gb ram 4g 5000mah+ gifts spa 7",Tecno,19999,6.6,8,128,5000,0.0,0,False
IN213MP2VPLMJNAFAMZ,infinix note 30 vip,Infinix,48199,6.67,12,256,5000,5.0,1,False
RE851MP1BG9FXNAFAMZ,"realme c25y 6.5""",Realme,19500,6.5,4,128,5000,4.9,7,False
TE685MP1VHHH6NAFAMZ,tecno camon 20 pro,Tecno,36599,6.67,8,256,5000,0.0,0,False
OP896MP1TW180NAFAMZ,oppo a98 5g 6.72-inch,Oppo,43500,6.72,8,256,5000,0.0,0,False
OP896MP24SPIYNAFAMZ,oppo a18,Oppo,19495,6.56,4,128,5000,0.0,0,False
SA948MP35A8VANAFAMZ,samsung galaxy a54,Samsung,59999,6.4,8,256,5000,0.0,0,False
SA948MP2RNOYQNAFAMZ,samsung galaxy f14 5g,Samsung,30999,6.6,6,128,6000,0.0,0,False
SA948MP29M2OQNAFAMZ,samsung galaxy a04e,Samsung,13960,6.5,3,32,5000,3.0,1,False
SA948MP222QO9NAFAMZ,samsung galaxy a14 ,Samsung,26000,6.6,4,128,5000,0.0,0,False
XI996MP2OLPWMNAFAMZ,xiaomi redmi 12,XIAOMI,22490,6.79,8,128,5000,0.0,0,False
IN213MP3AAICPNAFAMZ,infinix hot 30 play,Infinix,18999,6.82,8,128,6000,0.0,0,False
TE685MP1QVAD9NAFAMZ,tecno spark 10c,Tecno,17999,6.6,8,128,5000,0.0,0,False
TE685MP35RS04NAFAMZ,"tecno pop 7 pro 6.6""",Tecno,14890,6.6,4,64,5000,3.7,3,False
IN213MP25J65ANAFAMZ,infinix smart 7 hd dual sim 4g - 6.6'' - 64gb+ 2gb up to 4gb ram  - 5000mah ce2,Infinix,13299,7.0,2,64,5000,4.0,29,False
SA948MP27OY3CNAFAMZ,samsung galaxy a34 5g,Samsung,43999,6.6,6,128,5000,0.0,0,False
IN213MP2SUCJ6NAFAMZ,infinix smart 7 plus,Infinix,13599,6.6,3,64,6000,0.0,0,False
SO146MP1SXX3HNAFAMZ,sowhat find 40,Sowhat,8499,6.6,2,32,4000,2.0,1,True
OP896MP2BOUMMNAFAMZ,oppo a18,Oppo,20699,6.56,4,128,5000,0.0,0,False
TE685MP27QBCONAFAMZ,tecno spark 10 pro,Tecno,22999,6.8,8,128,5000,5.0,1,False
OP896MP1STBWANAFAMZ,oppo a18,Oppo,19990,6.56,4,128,5000,0.0,0,False
SA948MP22SWZLNAFAMZ,samsung galaxy a34 5g,Samsung,43499,6.6,8,128,5000,0.0,0,False
OP896MP34G5JNNAFAMZ,oppo a78,Oppo,34999,6.43,8,256,5000,0.0,0,False
TE685MP1RF73YNAFAMZ,"tecno spark 10c //disp 6.6""// 128gb+8gb ram// 16mp// 5000mah//ksly+earbuds+mw+c",Tecno,18999,6.6,8,128,5000,3.7,7,False
TE685MP2US6ENNAFAMZ,tecno spark 10 pro,Tecno,23999,6.8,8,128,5000,5.0,3,False
SA948MP2DH4XKNAFAMZ,samsung galaxy a14 4g,Samsung,24795,6.6,4,128,5000,0.0,0,False
IN213MP35IK8JNAFAMZ,infinix hot 30 play,Infinix,18890,6.82,8,128,6000,0.0,0,False
IT910MP2EDDK2NAFAMZ,itel a04,Itel,8500,6.3,2,32,4000,3.8,36,False
NO891MP2OTRJPNAFAMZ,nokia c12,Nokia,12800,6.3,2,64,3000,4.4,5,False
TE685MP1XSXQGNAFAMZ,tecno spark 10,Tecno,19999,6.6,8,128,5000,0.0,0,False
OP896MP26V7MINAFAMZ,oppo a18,Oppo,20999,6.56,4,128,5000,0.0,0,False
XI996MP2UDBSWNAFAMZ,xiaomi redmi 12,XIAOMI,24540,6.79,8,256,5000,0.0,0,False
SA948MP325K41NAFAMZ,samsung galaxy a14,Samsung,20399,6.6,4,64,5000,3.7,3,False
OP896MP3914UONAFAMZ,oppo a58,Oppo,26699,6.72,6,128,5000,0.0,0,False
SA948MP0LG6ULNAFAMZ,samsung galaxy a04s,Samsung,22799,6.5,4,128,5000,0.0,0,False
SA948MP0KST88NAFAMZ,samsung galaxy a73 5g,Samsung,66990,6.7,8,128,5000,5.0,2,False
OP896MP1PFVKENAFAMZ,oppo a17k,Oppo,16995,6.56,3,64,5000,0.0,0,False
IT910MP1UUQ1RNAFAMZ,itel a60s,Itel,12499,6.6,8,128,5000,4.0,1,False
IN213MP2LYGZ7NAFAMZ,infinix hot 30 play,Infinix,18200,6.82,8,128,6000,0.0,0,False
IT910MP1UKZCONAFAMZ,itel a04,Itel,9899,6.3,2,32,4000,0.0,0,False
XI996MP3578MPNAFAMZ,xiaomi redmi a2+,XIAOMI,13200,6.52,3,64,5000,0.0,0,False
TE685MP29CKMNNAFAMZ,tecno pop 7 pro,Tecno,14100,6.6,3,64,5000,4.8,4,False
TE685MP2WPF1FNAFAMZ,tecno spark 10 5g,Tecno,26999,6.6,16,256,5000,5.0,1,False
OP896MP37KPZ6NAFAMZ,"oppo a38 - 6.56"" screen",Oppo,22695,6.56,4,128,5000,0.0,0,False
SA948MP21D6L4NAFAMZ,samsung galaxy a14,Samsung,20299,6.6,4,64,5000,0.0,0,False
IN213MP1906LYNAFAMZ,infinix note 12i,Infinix,22999,6.82,4,128,5000,4.7,3,False
SA948MP0BMA1XNAFAMZ,samsung galaxy a23,Samsung,32990,6.6,6,128,5000,3.0,2,False
SA948MP1TQN6CNAFAMZ,samsung galaxy a14,Samsung,23899,6.6,4,128,5000,3.4,8,False
OP896MP32Q9ZGNAFAMZ,oppo a98 5g,Oppo,43800,6.72,8,256,5000,0.0,0,False
TE685MP2D0HNCNAFAMZ,"tecno pop 7 6.6"" display 2gb ram + 64gb rom",Tecno,12500,6.6,2,64,5000,4.0,1,False
OP896MP2RCM8JNAFAMZ,oppo a78,Oppo,34299,6.43,8,256,5000,0.0,0,False
OP896MP24X2BXNAFAMZ,oppo a78,Oppo,33600,6.43,8,256,5000,5.0,1,False
IT910MP28XCQ6NAFAMZ,itel a60,Itel,10500,6.6,2,32,5000,4.0,2,False
IN213MP29PLU0NAFAMZ,infinix hot 30i,Infinix,16395,6.6,4,128,5000,4.0,2,False
IN213MP2KBWVKNAFAMZ,infinix smart 8,Infinix,15599,6.6,4,128,5000,0.0,0,False
IT910MP2T6BWZNAFAMZ,"itel s23 6.6"" display",Itel,13595,6.6,8,128,5000,4.0,1,False
SA948MP1YFBR7NAFAMZ,samsung galaxy m34 5g,Samsung,39999,6.5,6,128,6000,0.0,0,False
IN213MP1P1GOUNAFAMZ,"infinix smart 7 hd 6.6"" hd+",Infinix,12590,7.0,2,64,5000,3.8,8,False
SA948MP0X0EHFNAFAMZ,samsung galaxy a04,Samsung,17499,6.5,4,64,5000,3.5,4,False
XT648MP0HSJXXNAFAMZ,x tigi m20s,X Tigi,11150,6.5,3,32,5000,4.0,1,False
SA948MP2VT475NAFAMZ,samsung galaxy a24 4g,Samsung,34399,6.5,6,128,5000,0.0,0,False
IN213MP26EGTLNAFAMZ,infinix hot 30 play,Infinix,18699,6.82,8,128,6000,4.0,2,False
IT910MP2H758SNAFAMZ,"itel a60 .. 6.6""....32gb rom+2gb ram...5000mah.+ quality offers",Itel,10299,6.6,2,32,5000,3.0,1,False
TE685MP20GO67NAFAMZ,tecno spark 10 pro,Tecno,26899,6.8,16,256,5000,0.0,0,False
SA948MP12PRE5NAFAMZ,samsung galaxy a04s,Samsung,22799,6.5,4,128,5000,0.0,0,False
IN213MP1ZPMAENAFAMZ,"infinix smart 7 plus 6.6"" hd+",Infinix,13999,6.6,3,64,6000,3.6,14,False
TE685MP1VGYFLNAFAMZ,tecno camon 20,Tecno,29499,6.67,8,256,5000,0.0,0,False
SA948MP1WI3F8NAFAMZ,samsung galaxy a14,Samsung,22999,6.6,4,128,5000,4.3,28,False
TE685MP2SVVAKNAFAMZ,tecno spark 10c,Tecno,19399,6.6,8,128,5000,4.0,1,False
XI996MP2UICDFNAFAMZ,xiaomi redmi a2 plus,XIAOMI,13799,6.52,3,64,5000,0.0,0,False
TE685MP1X0IGONAFAMZ,tecno spark 10 pro,Tecno,24999,6.8,8,256,5000,5.0,1,False
TE685MP1UHP1KNAFAMZ,tecno camon 20,Tecno,27999,6.67,8,256,5000,0.0,0,False
TE685MP274VQWNAFAMZ,tecno spark 10 pro,Tecno,22699,6.8,8,128,5000,0.0,0,False
XI996MP2IYCA0NAFAMZ,xiaomi redmi 12,XIAOMI,25499,6.7,8,256,5000,0.0,0,False
OP896MP2VODGUNAFAMZ,oppo a98 5g,Oppo,44000,6.72,8,256,5000,0.0,0,False
OA096MP25HZMTNAFAMZ,oale note 20,Oale,7990,6.6,2,16,3800,5.0,1,False
OP896MP2TA56DNAFAMZ,oppo a78,Oppo,34699,6.43,8,256,5000,0.0,0,False
SA948MP2APXY9NAFAMZ,samsung galaxy a24 4g,Samsung,31999,6.5,4,128,5000,2.0,1,False
TE685MP295J4LNAFAMZ,"tecno pop 7  6.6"" display 64gb rom + up to 4gb ram",Tecno,12999,6.6,4,64,5000,0.0,0,False
IN213MP30NZYQNAFAMZ,infinix hot 30i,Infinix,16700,6.56,4,128,5000,4.3,3,False
OP896MP26XC3TNAFAMZ,oppo a78,Oppo,33100,6.43,8,256,5000,0.0,0,False
IN213MP2GIAZSNAFAMZ,infinix note 30,Infinix,28599,6.66,8,256,5000,5.0,1,False
XI996MP31SCARNAFAMZ,xiaomi redmi 10a,XIAOMI,19300,6.53,4,128,5000,0.0,0,False
IT910MP2DKUF5NAFAMZ,"itel s23 6.6""",Itel,13595,6.6,8,128,5000,5.0,1,False
TE685MP2ATY60NAFAMZ,tecno  pop 7 pro,Tecno,14100,6.6,4,64,5000,0.0,0,False
XI996MP25XOIYNAFAMZ,xiaomi redmi a2 plus,XIAOMI,13700,6.52,3,64,5000,0.0,0,False
MA541MP29BL52NAFAMZ,maxfone max 30s,Maxfone,6900,6.55,1,8,3750,0.0,0,False
IN213MP2CP4TNNAFAMZ,infinix note 30 vip,Infinix,45950,6.67,12,256,5000,0.0,0,False
RE851MP1SIA8CNAFAMZ,realme c30s,Realme,13599,6.5,3,64,5000,0.0,0,False
XI996MP39D4I0NAFAMZ,xiaomi redmi 12c,XIAOMI,18799,6.71,4,128,5000,4.3,6,False
XI996MP2DPJA2NAFAMZ,xiaomi redmi 12,XIAOMI,21590,6.79,4,128,5000,0.0,0,False
OP896MP2KXY6QNAFAMZ,oppo a38,Oppo,23299,6.56,4,128,5000,0.0,0,False
TE685MP32RWVENAFAMZ,tecno camon 20,Tecno,27999,6.67,8,256,5000,0.0,0,False
TE685MP1VG929NAFAMZ,tecno camon 20,Tecno,27999,6.67,8,256,5000,0.0,0,False
IT910MP24VKWUNAFAMZ,itel a04,Itel,9499,6.3,2,32,4000,0.0,0,False
IN213MP34FW1NNAFAMZ,infinix smart 7 plus,Infinix,13690,6.6,3,64,6000,0.0,0,False
IN213MP29DMUHNAFAMZ,infinix hot 30 play,Infinix,19199,6.82,8,128,6000,5.0,1,False
SA948MP21Y2FCNAFAMZ,samsung galaxy a04e,Samsung,14599,6.5,3,32,5000,0.0,0,False
TE685MP2PTO2DNAFAMZ,tecno spark 10,Tecno,19999,6.6,16,128,5000,0.0,0,False
TE685MP10VFCNNAFAMZ,"tecno pop 5 pro 6.52""//size (2gb ram +32gb)8mp 6000mah",Tecno,13000,6.52,2,32,6000,3.0,2,False
IT910MP1P44ZWNAFAMZ,itel s23 plus,Itel,22499,6.78,4,128,5000,5.0,2,False
OP896MP39Z4XMNAFAMZ,"oppo  a38 - 6.56""",Oppo,23599,6.56,4,128,5000,0.0,0,False
